REC_ID,COMPANY,DISPOSITION_TYPE,PRIMARY_CRIME_CODE,USAO,COUNTRY,DATE,FINE,TOTAL_PAYMENT,AGMT_YEAR
1164,Chian Spirit Maritime Enterprises Inc.,plea,Act to Prevent Pollution from Ships,USDOJ - Environment & Natural Resources Division,Greece,2/9/2007,500000,750000,2007
215,"Chief Ethanol Fuels, Inc.",plea,Environmental,Nebraska,United States,10/27/2006,100000,100000,2006
216,"China Airlines, Ltd.",plea,Antitrust,USDOJ - Antitrust Division,China,11/5/2010,40000000,40000000,2010
1165,China Nuclear Industry Huaxing Construction Co. Ltd.,plea,Import / Export,USDOJ - National Security Section,China,12/11/2012,2000000,2000000,2012
1166,China Star Inc.,plea,Immigration,New Mexico,United States,11/14/2005,0,55000,2005
218,"Chiquita Brands Int'l, Inc.",plea,Other,"District of Columbia,USDOJ - National Security Division",United States,9/24/2007,25000000,25000000,2007
1167,Chiquniz Inc.,plea,Controlled substances / Drugs / Meth Act,Ohio - Northern District,United States,1/2/2002,100000,100000,2002
1168,"Chitron Electronics, Inc.",plea,Import / Export,Massachusetts,United States,2/8/2011,15500000,15500000,2011
1169,Choice Construction Co. Inc.,plea,Fraud - Tax,Ohio - Northern District,United States,2/17/2005,35000,35000,2005
1170,Chubby's Store Inc.,plea,Controlled substances / Drugs / Meth Act,Hawaii,United States,12/5/2005,7500,7500,2005
219,"Chunghwa Picture Tubes, Ltd.",plea,Antitrust,USDOJ - Antitrust Division,Taiwan,1/16/2009,65000000,65000000,2009
1171,Cicero Local Development Corp.,plea,Fraud - General,New York - Northern District,United States,8/13/2009,390000,390000,2009
1172,Circle Green Environmental Inc.,plea,Environmental,USDOJ - Criminal Division (California - Central District),United States,1/24/2011,2500,10500,2011
3138,Citicorp,plea,Antitrust,USDOJ - Antitrust Division (New York),United States,1/10/2017,925000000,925000000,2017
220,"City of Lake Ozark, Missouri",plea,Environmental,Missouri - Western District,United States,5/12/2009,50000,50000,2009
221,"City of Madison, Indiana",plea,Environmental,Indiana - Southern District,United States,4/5/2010,15000,15000,2010
222,"City of Venice, Florida",plea,Environmental,Florida - Middle District,United States,12/15/2005,110000,110000,2005
1173,Civil Engineering and Design Services Inc.,plea,Fraud - General,Alabama - Northern District,United States,1/18/2007,80000,80000,2007
224,"Clark Evangelistic Outreach Ministries, Inc.",plea,Money Laundering,Texas - Northern District,United States,5/12/2008,0,13050,2008
1174,Clark's Quality Roofing Inc.,plea,Immigration,Colorado,United States,10/11/2002,40000,40000,2002
2559,Clean Care Corp,plea,Environmental,Washington - Western District,United States,5/10/2002,107937,107937,2002
2771,Clean Care Corp.,plea,Environmental,Washington - Western District,United States,5/10/2002,,107937,2002
1176,Cleanmex International LLC,plea,Environmental,Texas - Southern District,United States,4/13/2001,3000,3000,2001
1177,Cleopatra Shipping Agency Ltd,plea,Act to Prevent Pollution from Ships,Louisiana - Middle District,Greece,9/12/2012,300000,300000,2012
1178,Clifton Fruit & Produce Inc.,plea,Antitrust,New York - Southern District,United States,10/18/2001,0,1870164,2001
35,"Coast Produce, Inc.",DP,False Statements,"California - Central District
",United States,9/8/2015,4000000,4000000,2015
1179,Coast to Coast Inc.,plea,Environmental,Virginia - Eastern District,United States,10/1/2003,10000,10000,2003
1180,Coastal Hydro Services Inc.,plea,Environmental,Texas - Southern District,United States,7/20/2001,3000,3000,2001
1181,Coastal Lead and Asbestos Abatement Inc.,plea,False Statements,District of Columbia,United States,4/16/2004,30000,30000,2004
1182,Coastal Shipping Holding LLC,plea,Act to Prevent Pollution from Ships,Florida - Southern District,United States,8/16/2010,350000,700000,2010
225,"Cobra Technologies of Georgia, Inc.",plea,Other,Georgia - Middle District,United States,9/20/2002,10000,24194,2002
1183,Cognis Corp.,plea,Food,Ohio - Southern District,Germany,3/15/2007,200000,209995,2007
1184,Coin & Currency Clearing Corp.,plea,Fraud - General,Florida - Southern District,United States,3/16/2006,1000,1297702,2006
1185,Cole Brothers Circus Inc.,plea,Food,Texas - Eastern District,United States,3/17/2011,150000,150000,2011
1187,Colonial Pipeline Co.,plea,Environmental,Tennessee - Eastern District,United States,5/13/2004,50000,400000,2004
226,"Color Wheel, Inc.",plea,Antitrust,USDOJ - Antitrust Division,United States,3/26/2003,0,1500000,2003
1188,Colorado Fisheries Inc.,plea,Food,Wyoming,United States,1/30/2008,0,60000,2008
1189,Colosimo's Inc.,plea,Other,Pennsylvania - Eastern District,United States,1/8/2010,15000,15000,2010
587,"Columbia Farms, Inc.",DP,Immigration,South Carolina,United States,11/3/2009,0,1500000,2009
1190,Columbia Homecare Group Inc.,plea,Fraud - General,Florida - Middle District,United States,1/25/2001,3360000,3360000,2001
1191,Columbia Management Companies Inc.,plea,False Statements,Florida - Middle District,United States,1/25/2001,22600000,22600000,2001
1192,Columbia Medical Systems Inc.,plea,Money Laundering,Washington - Western District,United States,6/6/2007,200000,200000,2007
1193,Columbia Shipmanagement GmbH,plea,Act to Prevent Pollution from Ships,New Jersey,non - U.S.,7/25/2013,4800000,6400000,2013
1194,Columbia Shipmanagement Ltd,plea,Act to Prevent Pollution from Ships,New Jersey,non - U.S.,7/25/2013,3000000,3000000,2013
1195,Columbus Steel Castings Co.,plea,Environmental,Ohio - Southern District,United States,11/18/2011,660000,660000,2011
1196,Comercializadora Expromex S.A. de C.V.,plea,Import / Export,USDOJ - Criminal Division (California - Southern District),United States,8/2/2001,30000,30000,2001
775,CommerceWest Bank,DP,Bank Secrecy Act,USDOJ - Civil Division - Consumer Protection Branch,United States,3/10/2015,1000000,1219783,2015
1197,Commercial Distribution Center Inc.,plea,FDCA / Pharma,Missouri - Western District,United States,1/28/2005,100000,100000,2005
2519,Commerzbank AG,DP,Bank Secrecy Act,"District of Columbia,New York - Southern District,USDOJ - Criminal Division - Asset Forfeiture & Money Laundering Section",non - U.S.,3/12/2015,79000000,641000000,2015
588,CommunityOne Bank,DP,Bank Secrecy Act,"North Carolina - Western District,USDOJ - Criminal Division - Asset Forfeiture & Money Laundering Section",United States,4/1/2011,0,400000,2011
2561,Compania Sud Americana De Vapores S.A.,plea,Antitrust,"USDOJ - Antitrust Division,Maryland",non - U.S.,5/19/2014,8900000,8900000,2014
1198,Complete Care of America and International Inc.,plea,Fraud - General,Missouri - Eastern District,United States,12/21/2007,0,545713,2007
1199,Complete List Inc.,plea,Fraud - General,Florida - Middle District,United States,11/15/2002,0,69105,2002
1200,Compounding Center Inc.,plea,Other,Arizona,United States,2/8/2011,25000,25000,2011
1201,Comprehensive Environmental Solutions Inc.,plea,Environmental,Michigan - Eastern District,United States,6/30/2009,600000,750000,2009
589,Computer Associates,DP,Fraud - Securities,New York - Eastern District,United States,9/1/2004,0,225000000,2004
1202,Computer Intelligence Association Inc.,plea,Fraud - General,Maryland,United States,12/6/2001,400000,800000,2001
1203,Computer Training and Associates Inc.,plea,Fraud - General,North Dakota,United States,9/12/2008,0,241000,2008
227,"Comtriad Technologies, Inc.",plea,Fraud - General,New Jersey,United States,4/19/2005,250000,250000,2005
666,"Comverse Technology, Inc.",NP,FCPA,"New York - Eastern District,USDOJ - Criminal Division - Fraud Section",United States,4/1/2011,1200000,1200000,2011
1204,ConAgra Foods Inc.,plea,Environmental,Minnesota,United States,1/20/2006,138513,250000,2006
2562,"Conagra Grocery Products Company, LLC",plea,Food,"Georgia - Middle District,USDOJ - Civil Division - Consumer Protection Branch",United States,6/16/2016,8011000,11211000,2016
1206,Concrete Management Corp.,plea,Immigration,Colorado,United States,4/25/2013,1500,176500,2013
1209,Condor Systems Inc.,plea,False Statements,California - Northern District,United States,2/18/2003,1000000,1000000,2003
1210,Condoritos Seafood Inc.,plea,FDCA / Pharma,Florida - Southern District,United States,8/7/2001,25000,25000,2001
1211,Confluence Consulting Inc.,plea,Environmental,Montana,United States,12/1/2010,10000,10000,2010
1212,Congo Mining & Services Inc.,plea,Other,Florida - Southern District,non - U.S.,3/28/2013,0,75000,2013
1213,Connections USA Inc.,plea,Money Laundering,New Jersey,United States,6/13/2006,0,1100000,2006
2563,"Conopco, Inc.",plea,Environmental,Connecticut,United States,4/15/2014,1000000,1000000,2014
1214,"Consolidated Investments, Inc.",plea,Fraud - General,Mississippi - Southern District,United States,12/21/2005,500000,1907400,2005
1215,Consolidated Laboratory Services,plea,Fraud - Health Care,Nevada,United States,3/10/2009,8400000,16929719,2009
1217,Construction Service Corp.,plea,Fraud - General,Idaho,United States,6/7/2012,65000,65000,2012
229,Consultores de Navegacion S.A.,plea,Act to Prevent Pollution from Ships,USDOJ - Environment & Natural Resources Division,Spain,7/28/2009,2083333,2083333,2009
1218,Container Services International Inc.,plea,Fraud - General,Florida - Southern District,United States,4/24/2002,10000,685000,2002
2774,Contemporary Framing Contractors Inc.,plea,False Statements,Washington - Western District,United States,6/28/2000,150000,228968,2000
2564,"Continental Automotive Electronics, LLC",plea,Antitrust,"USDOJ - Antitrust Division (Chicago),Georgia - Northern District",United States,4/1/2015,4000000,4000000,2015
2565,"Continental Automotive Korea, LLC",plea,Antitrust,"USDOJ - Antitrust Division (Chicago),Georgia - Northern District",United States,4/1/2015,4000000,4000000,2015
1219,Continental Engineering and Manufacturing Inc.,plea,Environmental,Minnesota,United States,10/30/2003,40000,55000,2003
1220,Continental Industries Inc.,plea,False Statements,New Hampshire,United States,3/15/2006,5000,5000,2006
1221,Control Components Inc.,plea,FCPA,USDOJ - Criminal Fraud Section,United States,7/31/2009,18200000,18200000,2009
1222,Convalescent Transports Inc.,plea,Fraud - Health Care,North Carolina - Eastern District,United States,5/3/2006,137600,741942,2006
1223,Convenient Care Clinic LLC,plea,Fraud - Health Care,Missouri - Eastern District,United States,3/18/2010,0,17678,2010
2736,"ConvergEx Group, LLC",DP,Fraud - General,USDOJ - Criminal Division - Fraud Section,United States,12/12/2013,18010027,30790027,2013
2566,Convergex Global Markets Ltd.,plea,Fraud - General,USDOJ - Criminal Division - Fraud Section,United States,11/19/2014,7200000,24989973,2014
2966,Cooper Marine & Timberland Corp.,plea,Environmental,"Alabama - Southern District,USDOJ - Environment & Natural Resources Division",United States,8/19/2015,200000,200000,2015
36,"Cooperatieve Centrale Raiffeisen-Boerenleenbank B.A. (""Rabobank"")",DP,Fraud - General,USDOJ - Criminal Division - Fraud Section,Netherlands,10/29/2013,325000000,325000000,2013
2925,Cooperatieve Centrale Raiffeisen-Boerenleenbank B.A. (Rabobank),DP,Fraud - General,"USDOJ - Antitrust Division,USDOJ - Criminal Division - Fraud Section",Netherlands,10/29/2013,325000000,325000000,2013
1225,Cooperative Success Maritime S.A.,plea,Act to Prevent Pollution from Ships,"North Carolina - Eastern District,USDOJ",Greece,6/7/2010,850000,850000,2010
1226,Copeland Manufacturing Corp.,plea,Other,Oklahoma - Northern District,United States,7/9/2002,251722,319770,2002
1227,Copper River Campus LLC,plea,Environmental,Alaska,United States,12/21/2012,70000,70000,2012
1228,"Corfu Contractors, Inc.",plea,Other,Virginia - Eastern District,United States,1/18/2013,40000,157041,2013
1229,Corn Plus,plea,Environmental,Minnesota,United States,12/21/2011,450000,500000,2011
37,Corner Banca SA,NP,Fraud - Tax,USDOJ - Tax Division,Switzerland,11/30/2015,5068000,5068000,2015
2941,Corning International Kabushiki Kaisha,plea,Antitrust,USDOJ - Antitrust Division,Japan,5/16/2016,65000000,65000000,2016
1230,Corporate Horizons Inc.,plea,Fraud - General,Florida - Northern District,United States,2/2/2009,1,1,2009
230,"Corpus Christi Day Cruise, LTD",plea,Other,"Texas - Southern District,USDOJ - Environment & Natural Resources Division",United States,5/6/2006,150000,150000,2006
231,"Corrosion Control Systems, Ltd.",plea,Import / Export,Connecticut,United States,9/10/2001,15000,15000,2001
2775,Corsta Corp.,plea,False Statements,Connecticut,United States,5/3/2000,350000,350000,2000
1231,Cost Containment Inc.,plea,Other,North Carolina - Eastern District,United States,10/21/2002,52600,52600,2002
1232,Cotter Corp.,plea,Wildlife,Colorado,United States,3/12/2008,15000,30000,2008
232,"Cotton Creek Farms, Ltd.",plea,Other,Iowa - Southern District,United States,3/19/2001,500,500,2001
1233,County of Kauai,plea,Wildlife,USDOJ - Environment & Natural Resources Division,United States,9/16/2010,15000,15000,2010
233,"Courtney & Co., Inc.",plea,Environmental,"Texas - Southern District,Texas - Southern District (Financial Litigation)",United States,2/15/2002,50000,50000,2002
38,Coutts & Co. Ltd.,NP,Fraud - Tax,USDOJ - Tax Division,Switzerland,12/19/2015,78484000,78484000,2015
1234,"Coventry Building Wrecking Co., Inc.",plea,Environmental,Rhode Island,United States,10/25/2013,10000,10000,2013
748,"Coventry Health Care, Inc.",NP,Fraud - Health Care,Maryland,United States,11/19/2012,3000000,3000000,2012
1235,Covington Logging and Tree Service Inc.,plea,Other,Mississippi - Southern District,United States,6/28/2007,4000,4000,2007
1236,Cox Bailey County Farms Inc.,plea,Fraud - General,Texas - Northern District,United States,8/25/2006,0,203491,2006
2568,"Cozmetic Delights, LLC",plea,Import / Export,Florida - Middle District,United States,7/24/2015,0,961744,2015
2961,"Crane-Hogan Structural Systems, Inc.",plea,Environmental,New York - Northern District,United States,8/12/2015,500000,500000,2015
2569,"Crave Enterprises, Inc.",plea,False Statements,USDOJ - Criminal Division (California - Central District),United States,4/27/2015,20000,20000,2015
1237,Crawford Healthcare Management of Norfolk and Balt,plea,Fraud - General,Virginia - Eastern District,United States,11/21/2003,8000000,8000000,2003
1238,Creative Building Materials Inc.,plea,Fraud - General,Vermont,United States,1/29/2001,0,850000,2001
1239,Creative Tutorial LLC,plea,Fraud - Health Care,Missouri - Eastern District,United States,4/20/2001,5000,5000,2001
40,Credit Agricole (Suisse) SA,NP,Fraud - Tax,USDOJ - Tax Division,Switzerland,12/8/2015,99211000,99211000,2015
41,Credit Agricole Corporate & Investment Bank,DP,Import / Export,District of Columbia,France,10/20/2015,0,156000000,2015
1240,Credit Lyonnais,plea,False Statements,California - Central District,France,1/23/2004,100000000,100000000,2004
2570,Credit Suisse,plea,Fraud - Tax,Virginia - Eastern District,non - U.S.,11/21/2014,1136988986,1803488986,2014
590,Credit Suisse AG,DP,Import / Export,USDOJ,non - U.S.,12/16/2009,0,268000000,2009
806,Credito Privato Commerciale in liquidazione SA,NP,Fraud - Tax,USDOJ - Tax Division,Switzerland,7/30/2015,348900,348900,2015
2571,"Creekside at Meadowbrook, LLC",plea,False Statements,Indiana - Northern District,United States,12/19/2014,0,189953,2014
1241,Crompton,plea,Antitrust,USDOJ - Antitrust Division,United States,3/28/2004,50000000,50000000,2004
1242,Crosby & Overton Inc.,plea,False Statements,USDOJ - Criminal Division,United States,6/23/2003,117546,265000,2003
3026,Crosby LP,plea,Environmental,Texas - Eastern District,United States,10/13/2016,3300000,3300000,2016
1243,Crossings Development LLC,plea,Environmental,South Carolina,United States,6/6/2005,1100000,1100000,2005
1244,Crowley Liner Services Inc.,plea,Environmental,USDOJ - Antitrust Division - National Criminal Enforcement Section,United States,7/31/2012,17000000,17000000,2012
1245,Crown Chemicals,plea,Environmental,Illinois - Northern District,United States,2/4/2009,100000,100000,2009
234,Crown EG,plea,Environmental,Ohio - Southern District,United States,7/7/2004,100000,100000,2004
1246,Crown Products Inc.,plea,Other,Louisiana - Eastern District,United States,8/28/2002,500000,558250,2002
1247,Crude Production,plea,Wildlife,Texas - Northern District,United States,9/29/2004,1000,1000,2004
1248,Crudo Brothers Inc.,plea,Other,Michigan - Eastern District,United States,10/27/2003,61357,61357,2003
1249,Crusader Servicing Corp.,plea,Antitrust,USDOJ - Antitrust Division (New York),United States,12/18/2012,2000000,2000000,2012
1250,Cryostar SAS,plea,Import / Export,District of Columbia,France,7/18/2008,500000,500000,2008
235,"Crystal Extrusion Systems, Ltd.",plea,Environmental,Missouri - Eastern District,United States,11/16/2007,50000,53330,2007
1251,Curry Office Supply Inc.,plea,Environmental,Illinois - Central District,United States,6/27/2007,50000,50000,2007
1252,Cypress Bayou Industrial Painting Inc.,plea,Environmental,Louisiana - Eastern District,United States,12/18/2008,60000,60000,2008
1253,Cypress Gulf Development Corp.,plea,Environmental,Florida - Middle District,United States,1/3/2008,5000,5000,2008
1254,Czimer's Game and Sea Foods Inc.,plea,Wildlife,Illinois - Northern District,United States,1/20/2004,24000,24000,2004
1255,D & T Foods Inc.,plea,Food,California - Northern District,United States,11/4/2002,20000,20000,2002
1256,D&G Health Center Inc.,plea,Fraud - Health Care,Illinois - Southern District,United States,6/12/2006,10000,74642,2006
1257,D&K Farms Inc.,plea,Fraud - General,Florida - Middle District,United States,4/24/2009,0,402471,2009
2572,"D.C. Air & Seafood, Inc.",plea,Fraud - General,New Jersey,United States,9/4/2014,,520371,2014
1258,D/S Progress,plea,Act to Prevent Pollution from Ships,USDOJ - Environment & Natural Resources Division,Denmark,3/13/2002,250000,250000,2002
243,"DBB, Inc.",plea,Fraud - General,Florida - Middle District,United States,8/13/2002,0,1207,2002
1259,DCD LLC,plea,FDCA / Pharma,Idaho,United States,1/19/2012,125000,125000,2012
1260,DDP Inc.,plea,Environmental,Ohio - Southern District,United States,8/27/2003,0,3535,2003
3106,"DJ Drywall, Inc",plea,Immigration,Washington - Western District,United States,6/2/2016,75000,75000,2016
2952,"DJ Drywall, Inc.",plea,Immigration,Washington - Western District,United States,6/2/2016,75000,75000,2016
1261,DJR Cleaning Enterprises Inc.,plea,Immigration,Pennsylvania - Middle District,United States,10/17/2005,500000,500000,2005
1262,DKN Industries Inc.,plea,Fraud - General,Washington - Eastern District,United States,7/29/2008,2500,2500,2008
1264,DPC (Tianjin) Co. Ltd.,plea,FCPA,USDOJ - Criminal Division,China,6/21/2005,2000000,2000000,2005
1266,DRS Photronics Inc.,plea,Fraud - General,New York - Eastern District,United States,5/17/2002,2500000,2500000,2002
1267,DSM Holdings Inc.,plea,Fraud - General,Vermont,United States,2/12/2007,1000000,1000000,2007
249,"DST Shipping, Inc.",plea,Environmental,California - Central District,Greece,3/2/2005,250000,250000,2005
1268,DSV Samson Transport Inc.,plea,Import / Export,District of Columbia,United States,7/21/2003,500000,500000,2003
257,DZ Privatbank (Schweiz) AG,NP,Fraud - Tax,Louisiana - Eastern District,United States,3/9/2015,0,2000000,2015
1269,Daesang Japan Inc.,plea,Antitrust,"Texas - Northern District,USDOJ - Antitrust Division",Japan,1/31/2002,90000,90000,2002
1270,Dahle Construction LLC,plea,Environmental,Idaho,United States,9/29/2008,15000,15000,2008
237,"Dahlgren Cattle Co., Inc.",plea,Other,Nebraska,United States,3/10/2010,12000,12000,2010
2777,Daicel Chemical Industries Ltd.,plea,Antitrust,USDOJ - Antitrust Division,United States,9/12/2000,53000000,53000000,2000
42,Daimler AG & DaimlerChrysler China (subsid.),DP,FCPA,USDOJ - Criminal Division - Fraud Section,non - U.S.,3/24/2010,93600000,93600000,2010
238,Daimler Export and Trade Finance GmbH,plea,FCPA,USDOJ - Criminal Division - Fraud Section,Germany,4/5/2010,29120000,29120000,2010
1271,DaimlerChrysler Automotive Russia SAO,plea,FCPA,USDOJ - Criminal Division - Fraud Section,Germany,4/5/2010,27360000,27360000,2010
239,Dakon Int'l,plea,Import / Export,USDOJ - Criminal Division (California - Central District),United States,1/6/2009,100000,100000,2009
1272,Dakota Beef LLC,plea,Immigration,South Dakota,United States,2/26/2009,45000,45000,2009
1273,Dakota Pork Industries Inc.,plea,Environmental,South Dakota,United States,8/5/2008,50000,225000,2008
2734,Dal-Tech (Florida),DP,Import / Export,Delaware,United States,11/1/2012,10000,10000,2012
1274,Dalal Inc.,plea,Bank Secrecy Act,Louisiana - Eastern District,United States,10/10/2001,0,10235,2001
773,"Dallas Airmotive, Inc.",DP,FCPA,USDOJ - Criminal Division,United States,12/10/2014,14000000,14000000,2014
240,"Dalnave Navigation, Inc.",plea,Act to Prevent Pollution from Ships,USDOJ - Environment & Natural Resources Division,Liberia,9/3/2009,1000000,1350000,2009
1275,Dalton Mechanical Services,plea,Fraud - General,Pennsylvania - Middle District,United States,10/31/2008,300,32097,2008
241,"Danaos Shipping Co., Ltd.",plea,Environmental,USDOJ - Criminal Division (California - Central District),Cyprus,12/5/2006,500000,500000,2006
242,"Danfoss Flensburg, GmbH",plea,Antitrust,USDOJ - Antitrust Division,Germany,12/19/2011,3000000,3000000,2011
2573,"Danny's Crossroads, LLC",plea,Immigration,Arizona,United States,11/24/2014,50,50,2014
3035,"Danny's Family Carousel, Inc.",plea,Immigration,Arizona,United States,11/21/2014,50,50,2014
3032,"Danny's Family Companies II, LLC",plea,Immigration,Arizona,United States,11/24/2014,50,50,2014
3029,"Danny's Family Companies, LLC",plea,Immigration,Arizona,United States,11/21/2014,50,50,2014
3031,"Danny's Family, LP",plea,Immigration,Arizona,United States,11/24/2014,50,50,2014
2574,"Danny's Happy Valley, Inc.",plea,Immigration,Arizona,United States,11/24/2014,50,50,2014
2575,"Danny's Management Services, LLC",plea,Immigration,Arizona,United States,11/24/2014,50,50,2014
2576,"Danny's Raintree & Northsight, LLC",plea,Immigration,Arizona,United States,11/24/2014,50,50,2014
2577,"Danny's San Tan, LLC",plea,Immigration,Arizona,United States,11/21/2014,50,50,2014
2578,Danny's Scottsdale & TB,plea,Immigration,Arizona,United States,11/24/2014,50,50,2014
2579,"Danny's Tatum, LLC",plea,Immigration,Arizona,United States,11/24/2014,50,50,2014
2580,"Danny's Tempe, LLC",plea,Immigration,Arizona,United States,11/24/2014,50,50,2014
1276,Data Freight Corp.,plea,Import / Export,Florida - Southern District,United States,9/23/2013,5000,5000,2013
591,"Data Systems & Solutions, LLC",DP,FCPA,"USDOJ - Criminal Division - Fraud Section,Virginia - Eastern District",United States,6/18/2012,8820000,8820000,2012
2581,"Dataline Technologies, Inc.",plea,Fraud - General,Missouri - Western District,United States,11/24/2014,0,398000,2014
1277,Dave's Concrete Products & Septic Service Inc.,plea,Environmental,Kentucky - Eastern District,United States,2/28/2008,130000,130000,2008
1278,David Porter Truck Sales LLC,plea,Fraud - General,Missouri - Eastern District,United States,2/22/2011,0,1586805,2011
1279,Davilyn Corp.,plea,Import / Export,California - Central District,United States,6/27/2005,1000000,1000000,2005
1280,Davis Wire Corp.,plea,Environmental,USDOJ - Criminal Division,United States,10/26/2010,25000,1525000,2010
1281,Davitt Felder Inc.,plea,Antitrust,New York - Southern District,United States,10/2/2002,56896,56896,2002
1282,Davold Real Estate Partnership,plea,Environmental,Virginia - Western District,United States,6/25/2003,200000,200000,2003
2779,Daytech Mfg. Inc.,plea,False Statements,New York - Western District,United States,7/19/2000,110000,110000,2000
1283,De Beers Centenary AG,plea,Antitrust,USDOJ - Antitrust Division,Switzerland,7/13/2004,10000000,10000000,2004
3001,Deaconess Home Health Inc,plea,Fraud - General,Wisconsin - Eastern District,United States,12/9/2015,,3724000,2015
1284,Death Row Records Inc.,plea,Fraud - Tax,California - Central District,United States,10/23/2002,100000,100000,2002
1285,Deepa Inc.,plea,Controlled substances / Drugs / Meth Act,Maryland,United States,2/22/2010,0,400000,2010
244,Degussa U.K. Holdings Ltd.,plea,Antitrust,USDOJ - Antitrust Division,United Kingdom,10/21/2004,1500000,1500000,2004
1286,Dehydrates Inc.,plea,Fraud - General,Kentucky - Western District,United States,3/27/2002,60000,260000,2002
1287,Deitering Landscape Inc.,plea,False Statements,Ohio - Southern District,United States,7/7/2006,10000,54050,2006
1288,Delellis Promotions Inc.,plea,Fraud - General,Florida - Middle District,United States,2/22/2006,0,41740,2006
1289,Delta National Bank & Trust Co.,plea,Bank Secrecy Act,Maryland,United States,10/1/2003,0,950000,2003
3132,Dennis Corp.,DP,Other,West Virginia - Northern District,United States,2/17/2017,0,250000,2017
245,"Dennys Pay-Less Grocery, Inc.",plea,Antitrust,USDOJ - Antitrust Division,United States,12/13/2007,22500,27380,2007
1291,Denso Corp.,plea,Antitrust,USDOJ - Antitrust Division - National Criminal Enforcement Section,Japan,3/5/2012,78000000,78000000,2012
43,Deutsche Bank (Suisse) SA,NP,Fraud - Tax,USDOJ - Tax Division,Switzerland,11/24/2015,31026000,31026000,2015
670,Deutsche Bank AG,DP,Fraud - Tax,"New York - Southern District,USDOJ - Tax Division",non - U.S.,12/21/2010,0,553633153,2010
781,Deutsche Bank AG,DP,Antitrust,"USDOJ - Antitrust Division,USDOJ - Criminal Division - Fraud Section",non - U.S.,4/23/2015,625000000,625000000,2015
671,Deutsche Telekom AG,NP,FCPA,"USDOJ - Criminal Division - Fraud Section,Virginia - Eastern District",Germany,12/29/2011,4360000,4360000,2011
1292,DiCarlo Distributors Inc,plea,Antitrust,New York - Southern District,United States,8/9/2001,0,2730000,2001
1293,Dia Foods Inc.,plea,Other,Ohio - Northern District,United States,5/1/2009,1000,1000,2009
1294,Diabetic Services and Supplies Inc.,plea,Fraud - Health Care,Florida - Middle District,United States,6/2/2011,0,230000,2011
1295,Dial Medical Rehab,plea,Fraud - General,"Florida - Southern District,Florida - Southern District (Financial Litigation Unit)",United States,1/31/2007,0,13818,2007
1296,Diamlemos Shipping Corp.,plea,Act to Prevent Pollution from Ships,USDOJ - Criminal Division (California - Central District),Greece,4/30/2008,750000,1001920,2008
1298,Diamond Electric Mfg.,plea,Antitrust,Michigan - Eastern District,United States,9/11/2013,19000000,19000000,2013
672,"Diamondback Capital Management, LLC",NP,Fraud - Securities,New York - Southern District,United States,1/20/2012,0,6000000,2012
1299,Diana Shipping Services S.A.,plea,Obstruction of Justice,Virginia - Eastern District,non - U.S.,12/6/2013,1100000,1100000,2013
1300,"Dianik Bross Shipping Corp., S.A.",plea,Act to Prevent Pollution from Ships,California - Northern District,Greece,11/17/2011,500000,650000,2011
44,"Diebold, Inc.",DP,FCPA,"Ohio - Northern District,USDOJ - Criminal Division - Fraud Section",United States,10/15/2013,25200000,25200000,2013
2781,Diennet Institute,plea,Import / Export,USDOJ - Criminal Division,United States,11/14/2000,24000,36684,2000
246,"Dino-Meat Co., Inc.",plea,Food,Tennessee - Middle District,United States,11/19/2001,3000,3000,2001
1301,Dipesh Inc.,plea,Controlled substances / Drugs / Meth Act,Georgia - Northern District,United States,3/30/2006,33440,33440,2006
247,"Disabatino Landscaping and Tree Service, Inc.",plea,Immigration,Pennsylvania - Eastern District,United States,2/28/2011,51000,51000,2011
1302,"Discount Computers, Inc.",plea,Import / Export,Michigan - Eastern District,United States,4/8/2013,2000000,2010839,2013
1303,Discover Motors Inc.,plea,Bank Secrecy Act,Ohio - Southern District,United States,5/4/2011,0,413690,2011
3092,"Discovery Sales, Inc.",plea,Fraud - General,California - Northern District,United States,12/26/2016,8000000,11000000,2016
1304,District Yacht Club,plea,Environmental,District of Columbia,United States,12/13/2006,10000,20000,2006
1305,Ditty Container Inc.,plea,Environmental,USDOJ - Criminal Division (California - Central District),United States,5/15/2009,12000,23567,2009
1306,"Diversified Concrete, LLC",plea,Immigration,Louisiana - Eastern District,United States,10/31/2012,0,18449,2012
1307,Dixie Packers Inc.,plea,Food,Florida - Northern District,United States,3/9/2001,20000,20000,2001
1308,Doctor's Ambulance Service LLC,plea,Fraud - Health Care,Texas - Eastern District,United States,11/16/2007,0,2710015,2007
1309,Doerle Food Services Inc.,plea,FDCA / Pharma,Louisiana - Western District,United States,6/21/2006,75000,104318,2006
1310,Dominion Star Corp.,plea,Controlled substances / Drugs / Meth Act,Virginia - Eastern District,United States,1/28/2005,24000,24000,2005
1311,Donald W. Gupton Inc.,plea,Money Laundering,North Carolina - Eastern District,United States,11/27/2006,0,7500293,2006
3098,"Doorae Shipping, Co. Ltd",plea,Act to Prevent Pollution from Ships,Hawaii,South Korea,4/7/2016,950000,950000,2016
2997,"Doorae Shipping, Co. Ltd",plea,Fraud - General,Hawaii - Fraud & Financial Crimes Section,South Korea,8/17/2016,275000,275000,2016
1312,Dosmatic USA Inc.,plea,Import / Export,Texas - Northern District,United States,7/11/2003,50000,50000,2003
